,date,funny,business_id,text,user_id,useful,cool,stars,review_id
148958,2015-03-19,0,iCQpiavjjPzJ5_3gPD5Ebg,"This Pizza is amazing! It's literally so good but I almost never get it because 1.) going to the cosmopolitan is a nightmare to drive to park ect. 2.) this artisan pizza takes a long time to make, and it's very busy so prepare to wait in line and then wait a long time for the pizza 3.) it's expensive when you're talking about pizza and 4.) while you sit there waiting 40 minutes for your pizza you will be in the company of the weirdest bunch of hipsters you will ever come across. All in all I will say the pizza is good, worth a try at least once.",1eSttb7yz3o-Jcl8uc3tWg,0,0,3,_M4iFhF2Tzhdu8cqryURow
153543,2016-07-23,0,iCQpiavjjPzJ5_3gPD5Ebg,"We got the white pizza, delicious!!!!
Garlicky and amazingly yummy!
And the cannoli, delicious and not super expensive.
We are going back for more!",tTLX-LPIjxGcNPcM-sYcgg,0,0,5,YNAE3aT0OqhJoHFf_JhzeQ
153583,2015-01-23,0,iCQpiavjjPzJ5_3gPD5Ebg,A really cool find on the Strip. A cool pizza joint hidden in the too fru fru for me Cosmopolitan.  Very good New York style pizza for not much $.  A must stop for all my future Las Vegas visits,OZtxDzxlnr4GHdzTznTsyw,0,0,4,7Bn2hsNGz3d0CZwi40O6jA
155371,2014-06-19,0,iCQpiavjjPzJ5_3gPD5Ebg,"My husband and I proclaimed to our friends that we were starving around midnight on a Wednesday while playing in Cosmo. So our friend tells us to go to the 3rd floor (it is the third floor, right?), walk passed the pool table, down a long hallway to get the BEST PIZZA.

I must say I was intrigued and would have never found this place on my own.

Pizza was good. Crisp Crust, Cooked all the way through (Hey, I live in DE, where no one can commercially cook a good pizza besides a handful of places!), cheese bubbly and alittle burned (just the way I like it!).

Surprisingly a great place to eat. Simple Food. Who would have thought you could find such a thing in Vegas!",XjLvFaNKzzprEDRR-3kxsQ,0,0,4,sk_PF0jFlBiOJuxa5918tQ
156599,2017-09-19,0,iCQpiavjjPzJ5_3gPD5Ebg,"Caught a morning flight and got in at lunchtime having eaten nothing all day. Staying at the Cosmo and remembered the pizza place. Super good. Awesome New York style so it's greasier than most regular pizzas, but just hits the spot. Only $5 for a slice too. Awesome place.",XofgJiqtyVZTBB2R9sg5Ng,0,0,5,r8plHFK4cYEbb7ZBbTLFVg
157188,2014-06-08,0,iCQpiavjjPzJ5_3gPD5Ebg,"This place was perfect, quick, and friendly (but not putting up with b.s.) staff.   Make sure to ask if there's any fresh, out of the oven pizza, mmmmmm! White pizza had the perfect amount of garlic.  I can see how this gets ridiculously packed at like 2am.  Turn right after getting off the glass elevator on the third floor to get there.  Worth the detour!",_AHPkpG45ccz8Vo6EzG7Ng,0,0,4,byXdd40Ki6q9jOKt6uAB7A
157525,2014-07-19,0,iCQpiavjjPzJ5_3gPD5Ebg,"OMG!!!!
This place is amazing! The girl who took my order was so awesome. There was some Irish dude and he was all ""I already ordered right! Why is this taking so long???"" And she was like ""You ordered 3 pizzas! It's not Pizza Hut!"" That pretty much shut him up! It was hilarious! My pizza was so good! It was hot too! The crust was super moist and flavorful. I would eat three pizzas if I could!",88-OyLARzpxx_Kka8XDx1Q,0,0,5,uVaTWktqstD6cABoTK0mSg
157532,2013-04-22,1,iCQpiavjjPzJ5_3gPD5Ebg,"Besides being hidden and tucked away, this place is definitely a well known ""secret"".

After a hard night of partying at Marquee, I stopped by, passed out on the chairs outside of this pizzeria. My guy stood  in line for about 45 minutes (at 3am, there was still a long line!), and bought me a simple cheese pizza and it was HEAVENLY!!!!!!!

I came here 2 days ago and I am still thinking about how delicious my pizza was!

Disclaimer - it might have been ""heavenly"" because I was drunk, but my sober friends tell me it was as delicious as I thought it to be.

If the cheese pizza was that delicious, I had to take a bite from my guy's sausage and mushroom (that's what she said). The sausage had a nice pepper kick. It was probably one of the best pizza's I've ever had in my life.

Tip -  You might as well order 2 slices if you're going to wait in this line. This pizza is so damn good!",I9HfcU8KrcFp5MxnXN6qPg,0,0,5,qo8u-61lbMVoYmHiV8UU5g
157795,2011-03-30,0,iCQpiavjjPzJ5_3gPD5Ebg,"Pretty amazing, i must say. Slices are huge, and tastes like it just came off a flight from NYC. Service is okay. A couple of the emp's aren't so nice. But overall, this pizza is definitely legitimate.",sEsAi7Z9tmjyTWwLG6OaDw,1,1,4,hzlywrSBbiLqQn7yWgVChw
176959,2014-08-19,0,iCQpiavjjPzJ5_3gPD5Ebg,"Secret Pizza was one of the places we were looking forward to on our last trip because many people talk about it, and the reviews are awesome. It's located on the third floor of the Cosmo with other restaurants (I think it's the level with a pool table on it), down the hallway with all the pictures.

There was no line and we were able to get our pizza right away. Each slice is preheated, and one of the disappointing things is that both of our slices were overly salty.  The slices were good, but no where near the hype. And not anywhere near the quality of an authentic slice from NY.  I think the slices were $5-7 each, and beer was $7-8.

The service was OK and there is virtually no seating. The atmosphere is nice (arcade games, bar top seating, etc). But the pizza was just OK. We found the slice at Flour and Barley (at the Linq) was much better.",QPJ229sh0rGOUSMpRgKn1Q,1,0,3,-9qVkWG0T1VTfOW6rJLLRg
178845,2015-08-14,0,iCQpiavjjPzJ5_3gPD5Ebg,"Great pizza found late at night. After a week of too much pizza this was the one I enjoyed the most. Highly recommended, it is of the slightly greasy New York style pizza. Exceptionally tasty.",IvD13kKHb00aTQ-nFKeNpg,0,0,5,WXI_WM2BbDBhNM4A8-WWAg
182081,2014-09-24,0,iCQpiavjjPzJ5_3gPD5Ebg,"Hey white slice pizza...I want you badly!  

This simple secret pizza joint found somewhere on the 3rd floor at the Cosmo in Vegas is serving crack pizza and they are calling it ""The white slice""

I don't know what's on it, it's so simple and plain...just some kind of cheese and maybe some garlic? I dunno, but it is PHENOMENAL! I actually ordered a slice with a bunch of stuff on it cuz the ""white slice"" looked so plain, but I took a bite of my friend's and liked it better than the one I ordered! I went back and ordered it 2 more times. 

I think they close around 4am because when I first went to try it, it was closed :( I wanted to try it after seeing it featured on a TV show couple years ago and I always remembered it and boy am I sooo glad I did :) I dream about this pizza every night! I need this pizza in my life!!! 

THE SECRET'S OUT!!! :D",h5XwN4jUVicoqy6maTF9UQ,0,0,5,lg-2hPT4d4ORefb7VRYPaQ
185549,2012-02-27,0,iCQpiavjjPzJ5_3gPD5Ebg,"It really is a secret.  No sign.  I was walking down the strip and was searching yelp for a good restaurant.  I saw that I was .1 miles from it Secret Pizza.  Took a while to find it but once there, I found a beer and really good pizza.   I walked back from Mandalay Bay the next day for lunch too.",9JjznD1_6CA11h2d635SNg,1,0,4,LD59C5HRNLuHdCeAXnYj6g
188552,2017-01-23,0,iCQpiavjjPzJ5_3gPD5Ebg,Jersey approved! Found this place by chance and was content from the get! Walked into a huge line and everyone raving about how good the pizza is. We couldn't decide on one so we decided to order 1/2 cheese 1/2 white and it was amazing! Definitely worth the cost and everyone seems to have been here more than once during their stay! A++,YH0HhvBIbm5ZcyOyFahxwg,4,0,5,Z_rZEA97-2d-NbGFHX61MA
192694,2013-06-12,1,iCQpiavjjPzJ5_3gPD5Ebg,"Overrated!  Overpriced!  They reheat their pizza, the guy pulled out a slice of cold pizza from underneath the counter and reheated for us.  Needless to say, it tasted like a day old pizza reheated in the microwave, who knows when it was cooked.... Compared to a Lombardi's white pizza, well there is no comparison.  The Secret Pizza was luke warm (that reheating thing does not work for me), the cheese was really chewy (baked hours ago), and the crust was not really that thin like a true NY pizza.  Overall, this place is way overrated and overpriced.  $6 for a slice of pizza is no deal......

This place should stay ""secret,"" BTW, unlike many of the other reviews, I was sober when I ate the pizza....",Cm-hPBkESyhT4T-WvlrNvA,1,1,1,hQyunLNKtuJkmVPIpEZZXA
193266,2014-02-05,0,iCQpiavjjPzJ5_3gPD5Ebg,"We were in town and decided to have a little food adventure to find this place. We were a little disappointed because it wasn't as ""hidden"" as we thought it would be but that just may be because we hyped it up to ourselves so much. 

As far as the pizza, it was fine. A little too greasy for my taste but the pepperoni was tasty. So was it the best pizza I've ever eaten? Definitely not. Would it be very satisfying at 2am after some drinks? Absolutely.",hFNK10uVf8kN3P-AvMqm1Q,0,0,3,rZuzBse0r63Jy_7ow1OCzg
196832,2013-05-09,0,iCQpiavjjPzJ5_3gPD5Ebg,yay best place to get some awesome tasty pizza and cheap ! while gambling in the cosmopolitan  ! love this place!,xrao7YwUnJhqLyUsB-oQyA,1,0,5,ePz3oaqOvQTic3Y0cfHNDA
199866,2011-04-08,0,iCQpiavjjPzJ5_3gPD5Ebg,Holy little baby Jesus! This place is awesome! Ridiculously good. Awesome decor. Now... the only problem is finding it. But I think that may be a good thing lest it be overrun by drunk hillbilly's with giant blenders of frozen goop.,mVujWzkq56Rf88w-9HuPIQ,0,0,4,10XBrOZQ_m8u7NFkn8Ukkg
200466,2015-06-17,0,iCQpiavjjPzJ5_3gPD5Ebg,Delicious... New York style... Greasy cheesy and crispy!!! Mmmm if you're not a pizza lover don't come !!!,6oYsGvJx2Dm23fdqTfaSCg,0,0,5,7767BEV_GzIjwmQNgGGgLw
204296,2014-07-17,0,iCQpiavjjPzJ5_3gPD5Ebg,"Overpriced, mediocre tasting pizza, staff is not friendly, and the menu does not reflect the other pizza slices they offer, which is inconveniently hidden out of sight. This place is right in front of Blue Ribbon restaurant and easily missed.",9btRviiGt5BPsYNhoOOU2w,1,0,1,zZNRtBOgV_-QeY0ORoDRqA
205492,2012-06-18,0,iCQpiavjjPzJ5_3gPD5Ebg,It would be 5 stars but I've had times where I waited 30 minutes and still couldn't get a pizza as the line was just waaaayy too long. Great place though.,wglXRvdSv2UsPS6sxAZ4sA,2,0,4,TzKQYP21ITMw2CYoKJbLRw
210077,2012-04-25,0,iCQpiavjjPzJ5_3gPD5Ebg,Went here after reading other reviews.  Reasonable price and 1 slice was plenty for me.  A little greasy but the crust was thin and the cheese and toppings plentiful.    Would go again just because price is reasonable.,1NA9gt46Oii4MTmYJufNwg,0,0,3,l6JL3r5phvU1P8WJ70xkJg
211475,2013-12-15,2,iCQpiavjjPzJ5_3gPD5Ebg,"I haven't heard of this place until a few months ago. Of all the times I've been to Vegas, I can't believe I missed out on this ""secret pizza"". The place is really hidden but once you see the records on the wall then you are at the right spot. The place is small so space is limited. The pizza here is awesome !! The first bite of it will make you understand why this place is a secret. I ordered a slice of the sausage pizza and it was off the hook !!! I'm definitely coming back for my pizza cravings.",x0CdGrjdr3tbohbx_Id00A,2,2,5,eVHM1ZUwhjU4QKATv5eoBQ
213853,2015-07-18,0,iCQpiavjjPzJ5_3gPD5Ebg,"Really....?????
The pizza has no taste....
The worse pizza I ever have. Any other pizza is better than this junk. I brought my brother in law visiting from overseas, they just watched Le Reve at Wynn, so we went here, because he likes pizza. This shit has 2000 yelp reviews.... it's so embarrashing. The couple who sat next to us wanting to talk to me. They found this place from Yelp.",_mDCCBQJ-IlqZ5lT_sYy9w,0,0,1,1nnZbuXP0mJmyNfM5uoadw
215705,2014-10-20,0,iCQpiavjjPzJ5_3gPD5Ebg,"We Found Sbarro's Cool Cousin at the Cosmopolitan!

For us, it was part of our Las Vegas bucket list. So this place is not so secret, it's a matter of fact pretty easy to find, tucked away in a corner, third floor at the Cosmopolitan. Both my husband and I ordered the pepperoni pizza. The pizza was just ok and that's not saying much since we were sort of hungry. After leaving there we went to In and Out to complete our late night dining experience.

Best way to describe the pizza, just think Sbarro's when you were 13 years old and your mom dropped you off at the mall. You and your friends having a Sbarro's pepperoni pizza was a fun experience and tasted pretty good. However, here are some differences, Secret Pizza is a bit more greasy, more expensive, your old friends aren't there, and less sitting space than at the mall.

They really do try their best to offer the ""cool"" factor, and what could be cooler than a pinball machine and old record covers on the wall as you walk in. For this place, once you have done it, the odds are you won't be back. But a fun thing to do anyhow if you happen to be at the Cosmopolitan. It will set you back about $10.00 for two slices of pepperoni pizza, and they have a water cooler, so no need to buy a soda. Also it is an interesting place to people watch. Both the clientele and staff offer free entertainment. Enjoy!",hFZ9IM1VjG7vSV7UPOidEg,0,0,2,QQUcQUxc-RUnyYt6euGrBA
216477,2014-11-12,0,iCQpiavjjPzJ5_3gPD5Ebg,This place has ruined me for any other pizza. It was amazing!  Will stop everytime I'm in Vegas.,L1xE0rhAml6nxrlbHAhfbQ,0,0,5,Hjoa910mozrgteu8gbK57Q
220624,2017-04-25,0,iCQpiavjjPzJ5_3gPD5Ebg,Great simple pizza.  Love the meatlovers.  The price is right and the atmosphere is simple and inviting. Check it out.....if you can find it,D2F62s444IMH2hVcbCdmDQ,0,0,5,e9BQ07uMrqptXT2qAoRQ3w
222449,2017-12-03,0,iCQpiavjjPzJ5_3gPD5Ebg,Has a New York style and great cheesy taste. Pepperoni was spicey. Mom liked the mushroom pizza.  On the pricey side.,e3ptOFuKKffiBF9T1DCpnA,0,0,4,A9S7WVJ5kZod4-6xW1gyng
225673,2015-02-24,0,iCQpiavjjPzJ5_3gPD5Ebg,"Definitely not a secret... once we figured out where the 3rd floor was ... the long line and scent of pizza made it easy to locate. Pretty quick service, only thing that bothered me was when I went to fold it in half to stuff in my face the tip kept falling into itself. No biggie though. Fresh tasting. .. sausage had good flavor so did the crust and sauce.",odfOrOTH-_VFc00NwyOmEA,0,0,3,_48Y0Sjc6dFXW4bTQbLsFg
226747,2015-02-14,1,iCQpiavjjPzJ5_3gPD5Ebg,"Got to deduct at least one star. While you have great pizza with a perfect crust; I requested some salt and pepper and was told ""sorry we don't have any""",Wwa7RshRpvf5Ob2zeS6fng,1,1,4,qCgbMd-tIHL9TxvYDJY4hg
230559,2015-09-13,2,iCQpiavjjPzJ5_3gPD5Ebg,"The crust was amazing.

I hesitate to call it NYC pizza, because the majority of NYC pizza I've had is crap compared to this.",lwQwygtGIWQ9RxgTAUphaA,1,2,5,kZ7uZf2AP_eOMjmMiS9Lfg
